fecha,mes,año,semana,servicio,numero_incidentes,tiempo_promedio_horas,tiempo_promedio_dias,cumplimiento_sla
2020-10-18,2020-10,2020,42,Plataforma de Pagos,20,11.86,0.49,Cumple
2020-10-18,2020-10,2020,42,Sistema Aduanero,46,10.82,0.45,Cumple
2020-10-18,2020-10,2020,42,BI y Reportes,30,32.9,1.37,Requiere atención
2020-10-18,2020-10,2020,42,Infraestructura,34,22.83,0.95,Cumple
2020-10-25,2020-10,2020,43,Sistema Tributario,23,38.69,1.61,Requiere atención
2020-10-25,2020-10,2020,43,Portal Web,17,12.49,0.52,Cumple
2020-10-25,2020-10,2020,43,API de Servicios,28,27.85,1.16,Requiere atención
2020-10-25,2020-10,2020,43,Sistema de Facturación,25,12.97,0.54,Cumple
2020-10-25,2020-10,2020,43,Plataforma de Pagos,10,30.66,1.28,Requiere atención
2020-10-25,2020-10,2020,43,Sistema Aduanero,24,28.29,1.18,Requiere atención
2020-10-25,2020-10,2020,43,BI y Reportes,23,21.59,0.9,Cumple
2020-10-25,2020-10,2020,43,Infraestructura,24,45.46,1.89,Requiere atención
2020-11-01,2020-11,2020,44,Sistema Tributario,36,10.96,0.46,Cumple
2020-11-01,2020-11,2020,44,Portal Web,17,31.16,1.3,Requiere atención
2020-11-01,2020-11,2020,44,API de Servicios,38,40.41,1.68,Requiere atención
2020-11-01,2020-11,2020,44,Sistema de Facturación,41,13.41,0.56,Cumple
2020-11-01,2020-11,2020,44,Plataforma de Pagos,48,36.36,1.51,Requiere atención
2020-11-01,2020-11,2020,44,Sistema Aduanero,24,26.83,1.12,Requiere atención
2020-11-01,2020-11,2020,44,BI y Reportes,28,47.62,1.98,Requiere atención
2020-11-01,2020-11,2020,44,Infraestructura,31,30.57,1.27,Requiere atención
2020-11-08,2020-11,2020,45,Sistema Tributario,18,12.68,0.53,Cumple
2020-11-08,2020-11,2020,45,Portal Web,26,43.18,1.8,Requiere atención
2020-11-08,2020-11,2020,45,API de Servicios,46,9.64,0.4,Cumple
2020-11-08,2020-11,2020,45,Sistema de Facturación,47,40.71,1.7,Requiere atención
2020-11-08,2020-11,2020,45,Plataforma de Pagos,21,43.51,1.81,Requiere atención
2020-11-08,2020-11,2020,45,Sistema Aduanero,19,37.44,1.56,Requiere atención
2020-11-08,2020-11,2020,45,BI y Reportes,16,43.11,1.8,Requiere atención
2020-11-08,2020-11,2020,45,Infraestructura,48,15.67,0.65,Cumple
2020-11-15,2020-11,2020,46,Sistema Tributario,12,27.76,1.16,Requiere atención
2020-11-15,2020-11,2020,46,Portal Web,46,14.41,0.6,Cumple
2020-11-15,2020-11,2020,46,API de Servicios,18,48.33,2.01,Requiere atención
2020-11-15,2020-11,2020,46,Sistema de Facturación,32,7.62,0.32,Cumple
2020-11-15,2020-11,2020,46,Plataforma de Pagos,31,11.58,0.48,Cumple
2020-11-15,2020-11,2020,46,Sistema Aduanero,39,12.61,0.53,Cumple
2020-11-15,2020-11,2020,46,BI y Reportes,27,35.34,1.47,Requiere atención
2020-11-15,2020-11,2020,46,Infraestructura,15,28.85,1.2,Requiere atención
2020-11-22,2020-11,2020,47,Sistema Tributario,31,21.63,0.9,Cumple
2020-11-22,2020-11,2020,47,Portal Web,18,10.77,0.45,Cumple
2020-11-22,2020-11,2020,47,API de Servicios,12,20.88,0.87,Cumple
2020-11-22,2020-11,2020,47,Sistema de Facturación,40,40.74,1.7,Requiere atención
2020-11-22,2020-11,2020,47,Plataforma de Pagos,44,26.25,1.09,Requiere atención
2020-11-22,2020-11,2020,47,Sistema Aduanero,30,25.36,1.06,Requiere atención
2020-11-22,2020-11,2020,47,BI y Reportes,42,35.2,1.47,Requiere atención
2020-11-22,2020-11,2020,47,Infraestructura,43,39.41,1.64,Requiere atención
2020-11-29,2020-11,2020,48,Sistema Tributario,24,16.12,0.67,Cumple
2020-11-29,2020-11,2020,48,Portal Web,29,17.4,0.72,Cumple
2020-11-29,2020-11,2020,48,API de Servicios,37,26.63,1.11,Requiere atención
2020-11-29,2020-11,2020,48,Sistema de Facturación,41,48.26,2.01,Requiere atención
2020-11-29,2020-11,2020,48,Plataforma de Pagos,15,15.02,0.63,Cumple
2020-11-29,2020-11,2020,48,Sistema Aduanero,22,13.33,0.56,Cumple
2020-11-29,2020-11,2020,48,BI y Reportes,30,13.48,0.56,Cumple
2020-11-29,2020-11,2020,48,Infraestructura,35,10.79,0.45,Cumple
2020-12-06,2020-12,2020,49,Sistema Tributario,27,38.48,1.6,Requiere atención
2020-12-06,2020-12,2020,49,Portal Web,26,4.84,0.2,Cumple
2020-12-06,2020-12,2020,49,API de Servicios,38,27.56,1.15,Requiere atención
2020-12-06,2020-12,2020,49,Sistema de Facturación,12,22.42,0.93,Cumple
2020-12-06,2020-12,2020,49,Plataforma de Pagos,15,23.73,0.99,Cumple
2020-12-06,2020-12,2020,49,Sistema Aduanero,34,19.78,0.82,Cumple
2020-12-06,2020-12,2020,49,BI y Reportes,48,9.81,0.41,Cumple
2020-12-06,2020-12,2020,49,Infraestructura,46,21.19,0.88,Cumple
2020-12-13,2020-12,2020,50,Sistema Tributario,28,28.64,1.19,Requiere atención
2020-12-13,2020-12,2020,50,Portal Web,19,47.56,1.98,Requiere atención
2020-12-13,2020-12,2020,50,API de Servicios,28,37.02,1.54,Requiere atención
2020-12-13,2020-12,2020,50,Sistema de Facturación,16,16.29,0.68,Cumple
2020-12-13,2020-12,2020,50,Plataforma de Pagos,48,25.6,1.07,Requiere atención
2020-12-13,2020-12,2020,50,Sistema Aduanero,49,16.25,0.68,Cumple
2020-12-13,2020-12,2020,50,BI y Reportes,36,26.79,1.12,Requiere atención
2020-12-13,2020-12,2020,50,Infraestructura,16,15.64,0.65,Cumple
2020-12-20,2020-12,2020,51,Sistema Tributario,22,39.51,1.65,Requiere atención
2020-12-20,2020-12,2020,51,Portal Web,31,40.27,1.68,Requiere atención
2020-12-20,2020-12,2020,51,API de Servicios,13,22.92,0.95,Cumple
2020-12-20,2020-12,2020,51,Sistema de Facturación,25,46.41,1.93,Requiere atención
2020-12-20,2020-12,2020,51,Plataforma de Pagos,19,23.86,0.99,Cumple
2020-12-20,2020-12,2020,51,Sistema Aduanero,12,16.22,0.68,Cumple
2020-12-20,2020-12,2020,51,BI y Reportes,34,32.94,1.37,Requiere atención
2020-12-20,2020-12,2020,51,Infraestructura,16,25.26,1.05,Requiere atención
2020-12-27,2020-12,2020,52,Sistema Tributario,46,46.43,1.93,Requiere atención
2020-12-27,2020-12,2020,52,Portal Web,24,43.37,1.81,Requiere atención
2020-12-27,2020-12,2020,52,API de Servicios,38,32.82,1.37,Requiere atención
2020-12-27,2020-12,2020,52,Sistema de Facturación,31,21.13,0.88,Cumple
2020-12-27,2020-12,2020,52,Plataforma de Pagos,26,40.05,1.67,Requiere atención
2020-12-27,2020-12,2020,52,Sistema Aduanero,30,26.88,1.12,Requiere atención
2020-12-27,2020-12,2020,52,BI y Reportes,15,13.95,0.58,Cumple
2020-12-27,2020-12,2020,52,Infraestructura,31,11.09,0.46,Cumple
2021-01-03,2021-01,2021,53,Sistema Tributario,36,31.41,1.31,Requiere atención
2021-01-03,2021-01,2021,53,Portal Web,14,37.89,1.58,Requiere atención
2021-01-03,2021-01,2021,53,API de Servicios,16,41.11,1.71,Requiere atención
2021-01-03,2021-01,2021,53,Sistema de Facturación,26,30.8,1.28,Requiere atención
2021-01-03,2021-01,2021,53,Plataforma de Pagos,10,9.64,0.4,Cumple
2021-01-03,2021-01,2021,53,Sistema Aduanero,34,40.87,1.7,Requiere atención
2021-01-03,2021-01,2021,53,BI y Reportes,42,29.33,1.22,Requiere atención
2021-01-03,2021-01,2021,53,Infraestructura,17,10.25,0.43,Cumple
2021-01-10,2021-01,2021,1,Sistema Tributario,21,14.3,0.6,Cumple
2021-01-10,2021-01,2021,1,Portal Web,34,45.46,1.89,Requiere atención
2021-01-10,2021-01,2021,1,API de Servicios,12,40.25,1.68,Requiere atención
2021-01-10,2021-01,2021,1,Sistema de Facturación,38,12.08,0.5,Cumple
2021-01-10,2021-01,2021,1,Plataforma de Pagos,26,27.59,1.15,Requiere atención
2021-01-10,2021-01,2021,1,Sistema Aduanero,26,16.27,0.68,Cumple
2021-01-10,2021-01,2021,1,BI y Reportes,12,18.64,0.78,Cumple
2021-01-10,2021-01,2021,1,Infraestructura,26,49.98,2.08,Requiere atención
2021-01-17,2021-01,2021,2,Sistema Tributario,24,14.27,0.59,Cumple
2021-01-17,2021-01,2021,2,Portal Web,29,48.81,2.03,Requiere atención
2021-01-17,2021-01,2021,2,API de Servicios,25,20.55,0.86,Cumple
2021-01-17,2021-01,2021,2,Sistema de Facturación,33,10.2,0.43,Cumple
2021-01-17,2021-01,2021,2,Plataforma de Pagos,34,27.97,1.17,Requiere atención
2021-01-17,2021-01,2021,2,Sistema Aduanero,36,19.33,0.81,Cumple
2021-01-17,2021-01,2021,2,BI y Reportes,40,39.9,1.66,Requiere atención
2021-01-17,2021-01,2021,2,Infraestructura,41,21.93,0.91,Cumple
2021-01-24,2021-01,2021,3,Sistema Tributario,44,24.91,1.04,Requiere atención
2021-01-24,2021-01,2021,3,Portal Web,19,20.34,0.85,Cumple
2021-01-24,2021-01,2021,3,API de Servicios,34,30.24,1.26,Requiere atención
2021-01-24,2021-01,2021,3,Sistema de Facturación,45,12.84,0.53,Cumple
2021-01-24,2021-01,2021,3,Plataforma de Pagos,26,24.3,1.01,Requiere atención
2021-01-24,2021-01,2021,3,Sistema Aduanero,47,30.3,1.26,Requiere atención
2021-01-24,2021-01,2021,3,BI y Reportes,36,29.14,1.21,Requiere atención
2021-01-24,2021-01,2021,3,Infraestructura,13,45.04,1.88,Requiere atención
2021-01-31,2021-01,2021,4,Sistema Tributario,45,16.93,0.71,Cumple
2021-01-31,2021-01,2021,4,Portal Web,35,42.56,1.77,Requiere atención
2021-01-31,2021-01,2021,4,API de Servicios,37,29.28,1.22,Requiere atención
2021-01-31,2021-01,2021,4,Sistema de Facturación,46,41.23,1.72,Requiere atención
2021-01-31,2021-01,2021,4,Plataforma de Pagos,30,28.14,1.17,Requiere atención
2021-01-31,2021-01,2021,4,Sistema Aduanero,25,13.32,0.55,Cumple
2021-01-31,2021-01,2021,4,BI y Reportes,17,43.63,1.82,Requiere atención
2021-01-31,2021-01,2021,4,Infraestructura,26,43.67,1.82,Requiere atención
2021-02-07,2021-02,2021,5,Sistema Tributario,22,19.53,0.81,Cumple
2021-02-07,2021-02,2021,5,Portal Web,49,19.74,0.82,Cumple
2021-02-07,2021-02,2021,5,API de Servicios,11,18.08,0.75,Cumple
2021-02-07,2021-02,2021,5,Sistema de Facturación,42,7.04,0.29,Cumple
2021-02-07,2021-02,2021,5,Plataforma de Pagos,16,16.52,0.69,Cumple
2021-02-07,2021-02,2021,5,Sistema Aduanero,23,31.27,1.3,Requiere atención
2021-02-07,2021-02,2021,5,BI y Reportes,28,36.62,1.53,Requiere atención
2021-02-07,2021-02,2021,5,Infraestructura,18,45.78,1.91,Requiere atención
2021-02-14,2021-02,2021,6,Sistema Tributario,32,28.3,1.18,Requiere atención
2021-02-14,2021-02,2021,6,Portal Web,45,26.5,1.1,Requiere atención
2021-02-14,2021-02,2021,6,API de Servicios,33,40.56,1.69,Requiere atención
2021-02-14,2021-02,2021,6,Sistema de Facturación,35,28.17,1.17,Requiere atención
2021-02-14,2021-02,2021,6,Plataforma de Pagos,10,14.34,0.6,Cumple
2021-02-14,2021-02,2021,6,Sistema Aduanero,27,10.98,0.46,Cumple
2021-02-14,2021-02,2021,6,BI y Reportes,41,15.74,0.66,Cumple
2021-02-14,2021-02,2021,6,Infraestructura,14,40.65,1.69,Requiere atención
2021-02-21,2021-02,2021,7,Sistema Tributario,13,28.33,1.18,Requiere atención
2021-02-21,2021-02,2021,7,Portal Web,19,22.37,0.93,Cumple
2021-02-21,2021-02,2021,7,API de Servicios,27,34.84,1.45,Requiere atención
2021-02-21,2021-02,2021,7,Sistema de Facturación,40,18.2,0.76,Cumple
2021-02-21,2021-02,2021,7,Plataforma de Pagos,12,35.49,1.48,Requiere atención
2021-02-21,2021-02,2021,7,Sistema Aduanero,42,49.11,2.05,Requiere atención
2021-02-21,2021-02,2021,7,BI y Reportes,35,39.79,1.66,Requiere atención
2021-02-21,2021-02,2021,7,Infraestructura,36,12.16,0.51,Cumple
2021-02-28,2021-02,2021,8,Sistema Tributario,32,22.37,0.93,Cumple
2021-02-28,2021-02,2021,8,Portal Web,30,11.1,0.46,Cumple
2021-02-28,2021-02,2021,8,API de Servicios,35,27.13,1.13,Requiere atención
2021-02-28,2021-02,2021,8,Sistema de Facturación,33,23.07,0.96,Cumple
2021-02-28,2021-02,2021,8,Plataforma de Pagos,12,27.96,1.16,Requiere atención
2021-02-28,2021-02,2021,8,Sistema Aduanero,28,11.32,0.47,Cumple
2021-02-28,2021-02,2021,8,BI y Reportes,23,12.1,0.5,Cumple
2021-02-28,2021-02,2021,8,Infraestructura,47,15.54,0.65,Cumple
2021-03-07,2021-03,2021,9,Sistema Tributario,47,17.28,0.72,Cumple
2021-03-07,2021-03,2021,9,Portal Web,14,48.53,2.02,Requiere atención
2021-03-07,2021-03,2021,9,API de Servicios,34,25.81,1.08,Requiere atención
2021-03-07,2021-03,2021,9,Sistema de Facturación,19,41.33,1.72,Requiere atención
2021-03-07,2021-03,2021,9,Plataforma de Pagos,22,27.49,1.15,Requiere atención
2021-03-07,2021-03,2021,9,Sistema Aduanero,43,14.12,0.59,Cumple
2021-03-07,2021-03,2021,9,BI y Reportes,41,40.45,1.69,Requiere atención
2021-03-07,2021-03,2021,9,Infraestructura,14,13.18,0.55,Cumple
2021-03-14,2021-03,2021,10,Sistema Tributario,16,41.03,1.71,Requiere atención
2021-03-14,2021-03,2021,10,Portal Web,32,27.92,1.16,Requiere atención
2021-03-14,2021-03,2021,10,API de Servicios,16,30.52,1.27,Requiere atención
2021-03-14,2021-03,2021,10,Sistema de Facturación,17,30.72,1.28,Requiere atención
2021-03-14,2021-03,2021,10,Plataforma de Pagos,14,37.75,1.57,Requiere atención
2021-03-14,2021-03,2021,10,Sistema Aduanero,43,39.4,1.64,Requiere atención
2021-03-14,2021-03,2021,10,BI y Reportes,48,34.73,1.45,Requiere atención
2021-03-14,2021-03,2021,10,Infraestructura,42,36.35,1.51,Requiere atención
2021-03-21,2021-03,2021,11,Sistema Tributario,35,25.96,1.08,Requiere atención
2021-03-21,2021-03,2021,11,Portal Web,21,20.24,0.84,Cumple
2021-03-21,2021-03,2021,11,API de Servicios,35,27.36,1.14,Requiere atención
2021-03-21,2021-03,2021,11,Sistema de Facturación,33,13.26,0.55,Cumple
2021-03-21,2021-03,2021,11,Plataforma de Pagos,43,24.16,1.01,Requiere atención
2021-03-21,2021-03,2021,11,Sistema Aduanero,22,27.49,1.15,Requiere atención
2021-03-21,2021-03,2021,11,BI y Reportes,30,38.89,1.62,Requiere atención
2021-03-21,2021-03,2021,11,Infraestructura,20,28.59,1.19,Requiere atención
2021-03-28,2021-03,2021,12,Sistema Tributario,30,14.34,0.6,Cumple
2021-03-28,2021-03,2021,12,Portal Web,46,27.97,1.17,Requiere atención
2021-03-28,2021-03,2021,12,API de Servicios,11,15.67,0.65,Cumple
2021-03-28,2021-03,2021,12,Sistema de Facturación,38,47.21,1.97,Requiere atención
2021-03-28,2021-03,2021,12,Plataforma de Pagos,47,10.98,0.46,Cumple
2021-03-28,2021-03,2021,12,Sistema Aduanero,32,8.88,0.37,Cumple
2021-03-28,2021-03,2021,12,BI y Reportes,45,13.57,0.57,Cumple
2021-03-28,2021-03,2021,12,Infraestructura,46,25.79,1.07,Requiere atención
2021-04-04,2021-04,2021,13,Sistema Tributario,13,28.95,1.21,Requiere atención
2021-04-04,2021-04,2021,13,Portal Web,33,46.4,1.93,Requiere atención
2021-04-04,2021-04,2021,13,API de Servicios,16,18.45,0.77,Cumple
2021-04-04,2021-04,2021,13,Sistema de Facturación,21,36.35,1.51,Requiere atención
2021-04-04,2021-04,2021,13,Plataforma de Pagos,47,13.91,0.58,Cumple
2021-04-04,2021-04,2021,13,Sistema Aduanero,29,24.3,1.01,Requiere atención
2021-04-04,2021-04,2021,13,BI y Reportes,25,42.55,1.77,Requiere atención
2021-04-04,2021-04,2021,13,Infraestructura,36,10.18,0.42,Cumple
2021-04-11,2021-04,2021,14,Sistema Tributario,42,19.26,0.8,Cumple
2021-04-11,2021-04,2021,14,Portal Web,18,22.21,0.93,Cumple
2021-04-11,2021-04,2021,14,API de Servicios,17,40.86,1.7,Requiere atención
2021-04-11,2021-04,2021,14,Sistema de Facturación,42,40.23,1.68,Requiere atención
2021-04-11,2021-04,2021,14,Plataforma de Pagos,14,22.22,0.93,Cumple
2021-04-11,2021-04,2021,14,Sistema Aduanero,27,15.15,0.63,Cumple
2021-04-11,2021-04,2021,14,BI y Reportes,17,50.68,2.11,Requiere atención
2021-04-11,2021-04,2021,14,Infraestructura,14,31.21,1.3,Requiere atención
2021-04-18,2021-04,2021,15,Sistema Tributario,40,9.58,0.4,Cumple
2021-04-18,2021-04,2021,15,Portal Web,48,40.16,1.67,Requiere atención
2021-04-18,2021-04,2021,15,API de Servicios,47,16.18,0.67,Cumple
2021-04-18,2021-04,2021,15,Sistema de Facturación,34,13.55,0.56,Cumple
2021-04-18,2021-04,2021,15,Plataforma de Pagos,25,27.1,1.13,Requiere atención
2021-04-18,2021-04,2021,15,Sistema Aduanero,26,15.14,0.63,Cumple
2021-04-18,2021-04,2021,15,BI y Reportes,22,13.69,0.57,Cumple
2021-04-18,2021-04,2021,15,Infraestructura,12,19.72,0.82,Cumple
2021-04-25,2021-04,2021,16,Sistema Tributario,18,33.2,1.38,Requiere atención
2021-04-25,2021-04,2021,16,Portal Web,48,19.35,0.81,Cumple
2021-04-25,2021-04,2021,16,API de Servicios,43,15.43,0.64,Cumple
2021-04-25,2021-04,2021,16,Sistema de Facturación,12,42.69,1.78,Requiere atención
2021-04-25,2021-04,2021,16,Plataforma de Pagos,32,28.64,1.19,Requiere atención
2021-04-25,2021-04,2021,16,Sistema Aduanero,22,32.71,1.36,Requiere atención
2021-04-25,2021-04,2021,16,BI y Reportes,46,41.67,1.74,Requiere atención
2021-04-25,2021-04,2021,16,Infraestructura,32,41.34,1.72,Requiere atención
2021-05-02,2021-05,2021,17,Sistema Tributario,11,11.37,0.47,Cumple
2021-05-02,2021-05,2021,17,Portal Web,31,27.34,1.14,Requiere atención
2021-05-02,2021-05,2021,17,API de Servicios,10,19.32,0.8,Cumple
2021-05-02,2021-05,2021,17,Sistema de Facturación,22,14.95,0.62,Cumple
2021-05-02,2021-05,2021,17,Plataforma de Pagos,16,21.61,0.9,Cumple
2021-05-02,2021-05,2021,17,Sistema Aduanero,14,25.44,1.06,Requiere atención
2021-05-02,2021-05,2021,17,BI y Reportes,34,47.14,1.96,Requiere atención
2021-05-02,2021-05,2021,17,Infraestructura,19,11.06,0.46,Cumple
2021-05-09,2021-05,2021,18,Sistema Tributario,22,37.57,1.57,Requiere atención
2021-05-09,2021-05,2021,18,Portal Web,17,25.97,1.08,Requiere atención
2021-05-09,2021-05,2021,18,API de Servicios,35,10.42,0.43,Cumple
2021-05-09,2021-05,2021,18,Sistema de Facturación,14,38.76,1.62,Requiere atención
2021-05-09,2021-05,2021,18,Plataforma de Pagos,12,40.23,1.68,Requiere atención
2021-05-09,2021-05,2021,18,Sistema Aduanero,24,23.47,0.98,Cumple
2021-05-09,2021-05,2021,18,BI y Reportes,48,32.3,1.35,Requiere atención
2021-05-09,2021-05,2021,18,Infraestructura,47,19.15,0.8,Cumple
2021-05-16,2021-05,2021,19,Sistema Tributario,37,9.8,0.41,Cumple
2021-05-16,2021-05,2021,19,Portal Web,45,19.96,0.83,Cumple
2021-05-16,2021-05,2021,19,API de Servicios,35,9.25,0.39,Cumple
2021-05-16,2021-05,2021,19,Sistema de Facturación,22,10.31,0.43,Cumple
2021-05-16,2021-05,2021,19,Plataforma de Pagos,36,26.48,1.1,Requiere atención
2021-05-16,2021-05,2021,19,Sistema Aduanero,48,45.37,1.89,Requiere atención
2021-05-16,2021-05,2021,19,BI y Reportes,13,22.79,0.95,Cumple
2021-05-16,2021-05,2021,19,Infraestructura,18,43.41,1.81,Requiere atención
2021-05-23,2021-05,2021,20,Sistema Tributario,19,47.76,1.99,Requiere atención
2021-05-23,2021-05,2021,20,Portal Web,36,15.77,0.66,Cumple
2021-05-23,2021-05,2021,20,API de Servicios,22,42.97,1.79,Requiere atención
2021-05-23,2021-05,2021,20,Sistema de Facturación,10,48.27,2.01,Requiere atención
2021-05-23,2021-05,2021,20,Plataforma de Pagos,38,5.96,0.25,Cumple
2021-05-23,2021-05,2021,20,Sistema Aduanero,20,18.5,0.77,Cumple
2021-05-23,2021-05,2021,20,BI y Reportes,17,43.71,1.82,Requiere atención
2021-05-23,2021-05,2021,20,Infraestructura,18,10.82,0.45,Cumple
2021-05-30,2021-05,2021,21,Sistema Tributario,15,24.53,1.02,Requiere atención
2021-05-30,2021-05,2021,21,Portal Web,28,16.27,0.68,Cumple
2021-05-30,2021-05,2021,21,API de Servicios,46,43.91,1.83,Requiere atención
2021-05-30,2021-05,2021,21,Sistema de Facturación,41,30.96,1.29,Requiere atención
2021-05-30,2021-05,2021,21,Plataforma de Pagos,11,6.96,0.29,Cumple
2021-05-30,2021-05,2021,21,Sistema Aduanero,21,15.89,0.66,Cumple
2021-05-30,2021-05,2021,21,BI y Reportes,37,26.72,1.11,Requiere atención
2021-05-30,2021-05,2021,21,Infraestructura,31,10.17,0.42,Cumple
2021-06-06,2021-06,2021,22,Sistema Tributario,27,39.56,1.65,Requiere atención
2021-06-06,2021-06,2021,22,Portal Web,17,28.21,1.18,Requiere atención
2021-06-06,2021-06,2021,22,API de Servicios,16,19.85,0.83,Cumple
2021-06-06,2021-06,2021,22,Sistema de Facturación,22,18.45,0.77,Cumple
2021-06-06,2021-06,2021,22,Plataforma de Pagos,38,11.08,0.46,Cumple
2021-06-06,2021-06,2021,22,Sistema Aduanero,14,28.4,1.18,Requiere atención
2021-06-06,2021-06,2021,22,BI y Reportes,28,24.3,1.01,Requiere atención
2021-06-06,2021-06,2021,22,Infraestructura,22,11.56,0.48,Cumple
2021-06-13,2021-06,2021,23,Sistema Tributario,45,7.4,0.31,Cumple
2021-06-13,2021-06,2021,23,Portal Web,49,33.67,1.4,Requiere atención
2021-06-13,2021-06,2021,23,API de Servicios,31,28.56,1.19,Requiere atención
2021-06-13,2021-06,2021,23,Sistema de Facturación,28,40.37,1.68,Requiere atención
2021-06-13,2021-06,2021,23,Plataforma de Pagos,12,7.21,0.3,Cumple
2021-06-13,2021-06,2021,23,Sistema Aduanero,37,6.71,0.28,Cumple
2021-06-13,2021-06,2021,23,BI y Reportes,32,31.21,1.3,Requiere atención
2021-06-13,2021-06,2021,23,Infraestructura,33,30.25,1.26,Requiere atención
2021-06-20,2021-06,2021,24,Sistema Tributario,21,36.22,1.51,Requiere atención
2021-06-20,2021-06,2021,24,Portal Web,37,10.78,0.45,Cumple
2021-06-20,2021-06,2021,24,API de Servicios,44,35.89,1.5,Requiere atención
2021-06-20,2021-06,2021,24,Sistema de Facturación,27,26.68,1.11,Requiere atención
2021-06-20,2021-06,2021,24,Plataforma de Pagos,46,24.7,1.03,Requiere atención
2021-06-20,2021-06,2021,24,Sistema Aduanero,48,11.91,0.5,Cumple
2021-06-20,2021-06,2021,24,BI y Reportes,41,9.85,0.41,Cumple
2021-06-20,2021-06,2021,24,Infraestructura,16,17.58,0.73,Cumple
2021-06-27,2021-06,2021,25,Sistema Tributario,39,7.18,0.3,Cumple
2021-06-27,2021-06,2021,25,Portal Web,13,39.23,1.63,Requiere atención
2021-06-27,2021-06,2021,25,API de Servicios,40,41.74,1.74,Requiere atención
2021-06-27,2021-06,2021,25,Sistema de Facturación,10,41.99,1.75,Requiere atención
2021-06-27,2021-06,2021,25,Plataforma de Pagos,26,26.97,1.12,Requiere atención
2021-06-27,2021-06,2021,25,Sistema Aduanero,44,24.73,1.03,Requiere atención
2021-06-27,2021-06,2021,25,BI y Reportes,11,23.29,0.97,Cumple
2021-06-27,2021-06,2021,25,Infraestructura,25,48.71,2.03,Requiere atención
2021-07-04,2021-07,2021,26,Sistema Tributario,39,18.67,0.78,Cumple
2021-07-04,2021-07,2021,26,Portal Web,49,22.62,0.94,Cumple
2021-07-04,2021-07,2021,26,API de Servicios,22,24.39,1.02,Requiere atención
2021-07-04,2021-07,2021,26,Sistema de Facturación,40,33.36,1.39,Requiere atención
2021-07-04,2021-07,2021,26,Plataforma de Pagos,15,28.35,1.18,Requiere atención
2021-07-04,2021-07,2021,26,Sistema Aduanero,27,6.21,0.26,Cumple
2021-07-04,2021-07,2021,26,BI y Reportes,17,18.67,0.78,Cumple
2021-07-04,2021-07,2021,26,Infraestructura,49,12.12,0.5,Cumple
2021-07-11,2021-07,2021,27,Sistema Tributario,38,19.72,0.82,Cumple
2021-07-11,2021-07,2021,27,Portal Web,13,30.13,1.26,Requiere atención
2021-07-11,2021-07,2021,27,API de Servicios,35,28.85,1.2,Requiere atención
2021-07-11,2021-07,2021,27,Sistema de Facturación,37,24.21,1.01,Requiere atención
2021-07-11,2021-07,2021,27,Plataforma de Pagos,44,36.73,1.53,Requiere atención
2021-07-11,2021-07,2021,27,Sistema Aduanero,46,27.03,1.13,Requiere atención
2021-07-11,2021-07,2021,27,BI y Reportes,36,14.62,0.61,Cumple
2021-07-11,2021-07,2021,27,Infraestructura,44,15.47,0.64,Cumple
2021-07-18,2021-07,2021,28,Sistema Tributario,18,29.7,1.24,Requiere atención
2021-07-18,2021-07,2021,28,Portal Web,44,20.98,0.87,Cumple
2021-07-18,2021-07,2021,28,API de Servicios,32,10.58,0.44,Cumple
2021-07-18,2021-07,2021,28,Sistema de Facturación,38,43.76,1.82,Requiere atención
2021-07-18,2021-07,2021,28,Plataforma de Pagos,32,45.49,1.9,Requiere atención
2021-07-18,2021-07,2021,28,Sistema Aduanero,47,17.16,0.71,Cumple
2021-07-18,2021-07,2021,28,BI y Reportes,16,43.13,1.8,Requiere atención
2021-07-18,2021-07,2021,28,Infraestructura,38,28.46,1.19,Requiere atención
2021-07-25,2021-07,2021,29,Sistema Tributario,38,31.56,1.31,Requiere atención
2021-07-25,2021-07,2021,29,Portal Web,21,4.07,0.17,Cumple
2021-07-25,2021-07,2021,29,API de Servicios,26,39.34,1.64,Requiere atención
2021-07-25,2021-07,2021,29,Sistema de Facturación,36,17.74,0.74,Cumple
2021-07-25,2021-07,2021,29,Plataforma de Pagos,29,17.11,0.71,Cumple
2021-07-25,2021-07,2021,29,Sistema Aduanero,24,31.96,1.33,Requiere atención
2021-07-25,2021-07,2021,29,BI y Reportes,22,22.03,0.92,Cumple
2021-07-25,2021-07,2021,29,Infraestructura,25,44.54,1.86,Requiere atención
2021-08-01,2021-08,2021,30,Sistema Tributario,26,27.6,1.15,Requiere atención
2021-08-01,2021-08,2021,30,Portal Web,39,10.83,0.45,Cumple
2021-08-01,2021-08,2021,30,API de Servicios,28,39.6,1.65,Requiere atención
2021-08-01,2021-08,2021,30,Sistema de Facturación,16,44.64,1.86,Requiere atención
2021-08-01,2021-08,2021,30,Plataforma de Pagos,47,11.97,0.5,Cumple
2021-08-01,2021-08,2021,30,Sistema Aduanero,11,17.19,0.72,Cumple
2021-08-01,2021-08,2021,30,BI y Reportes,16,20.99,0.87,Cumple
2021-08-01,2021-08,2021,30,Infraestructura,48,28.85,1.2,Requiere atención
2021-08-08,2021-08,2021,31,Sistema Tributario,14,46.58,1.94,Requiere atención
2021-08-08,2021-08,2021,31,Portal Web,38,33.64,1.4,Requiere atención
2021-08-08,2021-08,2021,31,API de Servicios,36,40.07,1.67,Requiere atención
